_id,stop_id,stop_name,zone_id,stop_lat,stop_lon,stop_desc
654,hWGPbcMs,Basheer Bagh,Basheer Bagh,17.40184214,78.47577363,BASHEER BAGH twd Tankbund
655,owb0V3v4,Liberty,Liberty,17.40733719,78.47665574,LIBERTY twd Secunderabad
656,ujD3cAVQ,Boats Club,Boats Club,17.42867342,78.48874748,BOATS Club twd Secunderabad
657,stmCFGt3,Liberty,Liberty,17.40602039,78.4770973,LIBERTY twd Afzalgunj
658,sb6fKoWH,Basheer Bagh,Basheer Bagh,17.40159893,78.47589165,BASHEER Bagh twd Charminar
659,74a7Y5zO,Abids Gpo,Abids Gpo,17.38730891,78.47624839,ABIDS GPO twd Afzalgunj
660,Ij8M0H6H,Afzalgunj,Afzalgunj,17.37330715,78.47693241,AFZALGUNJ twd Charminar
661,8ACyyVNb,Darul Shifa,Darul Shifa,17.37326864,78.48298609,DARUL Shifa twd Charminar
662,gERyNnm3,Purani Haveli,Purani Haveli,17.367562,78.481414,PURANI Haveli twd Charminar
663,mM9oPo3P,Mir Chowk Police Statiom,Mir Chowk Police Statiom,17.36393346,78.48045174,MIR CHOWK POLICE STATION twd Falaknama
664,RFmZiqQA,Bibi Bazar,Bibi Bazar,17.35860025,78.47933026,BIBI BAZAR twd Charminar
665,gSARuvgj,Shahalibanda,Shahalibanda,17.35468862,78.47328719,SHALIBANDA twd Chandrayangutta
666,kCfLiJWN,Laldarwaza,Laldarwaza,17.351204,78.472682,LALDARWAZA twd Chandryangutta
667,75cs74mw,Aliabad,Aliabad,17.34745369,78.47057285,ALIABAD twd Chandryangutta
668,5bo1bbrm,Rethibowli,Rethibowli,17.394408,78.43122,RETHIBOWLI twd Uppal
669,LeH2BEeI,Gudi Malkapur X Roads,Gudi Malkapur X Roads,17.38727328,78.42977378,GUDIMALKAPUR X Road twd Aramghar
670,N5qUm2ju,Jyothi Nagar,Jyothi Nagar,17.38269779,78.42958463,JYOTHI Nagar twd Upl
671,UnXhYFnH,Attapur,Attapur,17.370238,78.42947,ATTAPUR twd twd Uppal
672,DsuY79Ab,Hyderguda X Road,Hyderguda X Road,17.36385154,78.42830088,HYDERGUDA twd Aramghar
673,fZp54Q46,Upperpally,Upperpally,17.35567783,78.42234887,UPPERPALLY X Road twd Shamshabad
674,6xxROlUL,Aramghar X Roads,Aramghar X Roads,17.32153842,78.43245572,ARAMGHAR twd Chandrayangutta
675,EhWvEilH,Durga Nagar,Durga Nagar,17.31463256,78.44482094,DURGANAGAR X Road twd Uppal
676,IErfLDms,Mailardevpally,Mailardevpally,17.31629891,78.44968915,MAILARDEVPALLY twd Uppal
677,qCwK5b48,Palle Cheruvu,Palle Cheruvu,17.31577595,78.45598698,PALLE CHERUVU twd Lb Nagar
678,SA0QTWBz,Bandlaguda,Bandlaguda,17.31672851,78.46623303,BANDLAGUDA twd Lb Nagar
679,5VXNBKMa,Hashamaba,Hashamaba,17.3222417,78.46843304,HASHAMABAD twd LB Nagar
680,cu6mRmR3,Chandrayangutta,Chandrayangutta,17.32683784,78.4764712,CHANDRAYANGUTTA twd Uppal
681,TzhOElvd,Dlrl,Dlrl,17.32902907,78.48257079,DLRL twd Uppal
682,jMbdev6Y,Phool Bagh,Phool Bagh,17.33019682,78.48577023,PHOOLBAGH twd Koti
683,VeCqKQnI,Hafiz Baba Nagar Hyd Bus Stop,Hafiz Baba Nagar Hyd Bus Stop,17.33197865,78.49034608,HAFIZ Baba Nagar twd Upl
684,cJeCRNPE,Drdl Gate Bus Stop,Drdl Gate Bus Stop,17.336944,78.496292,DRDL Gate twd Karmanghat
685,f251qAmF,Pisal Banda,Pisal Banda,17.34087435,78.50250406,PISALBANDA twd Uppal
686,t6jFs2vZ,Owaisi Hospital,Owaisi Hospital,17.34353632,78.50671813,OWAISI Hospital twd Uppal
687,xgj1wjWO,Champapet,Champapet,17.34241751,78.51589344,CHAMPAPET X Road twd Uppal
688,N2jyRLqT,Manda Mallama X Road,Manda Mallama X Road,17.33973759,78.52422051,MANDA MALLAMMA twd Uppal
689,sdwKwL7H,Gayatri Nagar X Road,Gayatri Nagar X Road,17.337745,78.531394,GAYATRI Nagar X Road twd Uppal
690,rCbqbiB4,Tkr Kaman,Tkr Kaman,17.33770924,78.53618485,TKR Kaman twd Uppal
691,ixaQ8kQB,Sagar X Road,Sagar X Road,17.34296286,78.54714722,SAGAR RING ROAD twd Uppal
692,hRpx46aJ,Uppal X Road,Uppal X Road,17.40126116,78.56007411,UPPAL X ROAD twd Secunderabad
693,4veeZf8l,Lb Nagar,Lb Nagar,17.34593274,78.55058849,LB Nagar twd IBP Dist Bus Stop
694,bL2YDx7l,Sagar X Road,Sagar X Road,17.34152301,78.54617826,SAGAR Ring Road twd Mehdipatnam
695,Ec33x1z9,Tkr Kaman,Tkr Kaman,17.33746811,78.5361401,TKR Kaman twd Mehdipatnam
696,JSxAzCo9,Gayatri Nagar X Road,Gayatri Nagar X Road,17.337499,78.531372,GAYATRI NAGAR X ROAD twd Mehdipatnam
697,wITcyOuZ,Manda Mallama X Road,Manda Mallama X Road,17.3396787,78.52358482,MANDA Mallamma twd Mehdipatnam
698,vBctYwrb,Champapet,Champapet,17.34223358,78.51551842,CHAMPAPET X Road twd Mehdipatnam
699,DmBjyR5X,Owaisi Hospital,Owaisi Hospital,17.34336102,78.50688462,OWAISI HOSPITAL twd Midhani
700,wxwf67W2,Midhani Bus Stop,Midhani Bus Stop,17.33995387,78.50379251,PISAL BANDA
701,IW2PYgMJ,Drdl Gate Bus Stop,Drdl Gate Bus Stop,17.33687699,78.49671766,DRDL Gate twd Hyderabad
702,0JAlzxpT,Hafiz Baba Nagar Hyd Bus Stop,Hafiz Baba Nagar Hyd Bus Stop,17.33189684,78.49041582,HAFIZ Baba Nagar twd Mehdipatnam
703,z5xmnEt6,Phool Bagh,Phool Bagh,17.33012456,78.48596338,PHOOLBAGH twd Mehdipatnam
704,XCkw4Nyw,Dlrl,Dlrl,17.32871884,78.48272632,DLRL twd Mehdipatnam
705,XFtDDMjz,Chandrayangutta,Chandrayangutta,17.32659473,78.47650155,CHANDRAYANGUTTA twd Mehdipatnam
706,QQCGeB8G,Hashamaba,Hashamaba,17.32211811,78.4686765,HASHAMABAD twd Aramghar
707,CCbehcS7,Bandlaguda,Bandlaguda,17.31668876,78.46638858,BANDLAGUDA twd Aramghar
708,It0A5Z2C,Palle Cheruvu,Palle Cheruvu,17.31560183,78.45598698,PALLE CHERUVUtwd Aramghar
709,kD4VEJOZ,Mailardevpally,Mailardevpally,17.31609727,78.44940753,MAILARDEVPALLY twd Mehdipatnam
710,Pxmg1yJe,Durga Nagar,Durga Nagar,17.314699,78.443284,DURGANAGAR X Road twd Mehdipatnam
711,fsmqVQlp,Aramghar X Roads,Aramghar X Roads,17.32192394,78.43133614,ARAMGHAR twd Mehdipatnam
712,75l9xhCY,Shivarampally X Road,Shivarampally X Road,17.32705586,78.42534106,Aramghar twd mehadipatnam
713,GURjyKYg,Ws Colony,Ws Colony,17.33264884,78.42663623,WEAKER SECTION twd Mehdipatnam
714,3awNd1Nt,Dairy Farm,Dairy Farm,17.34595226,78.41573171,DAIRY Farm Upperpally twd Mehdipatnam
715,VRr55gta,Upperpally,Upperpally,17.35601177,78.42226496,UPPERPALLY X Road twd Mehdipatnam
716,N3JEm38W,Hyderguda X Road,Hyderguda X Road,17.36384064,78.42808931,HYDERGUDA twd Mehdipatnam
717,8M15jHYl,Attapur,Attapur,17.37022385,78.42919841,ATTAPUR twd Mehdipatnam
718,pDqOfr7l,Jyothi Nagar,Jyothi Nagar,17.38269042,78.42936405,JYOTHI Nagar twd Mp
719,mJ8ZuY6u,Gudi Malkapur X Roads,Gudi Malkapur X Roads,17.38815636,78.42959406,GUDIMALKAPUR X Road twd Mehdipatnam
720,I78eTakJ,Rethibowli,Rethibowli,17.39570594,78.43107463,RETHIBOWLI RING ROAD P&T COLONY twd Gachibowli
721,yH2yDVEE,Uppal X Road,Uppal X Road,17.40200861,78.55898384,UPPAL X Road twd Uppal
722,cmpj8N4O,Shivarampally X Road,Shivarampally X Road,17.328,78.435,SHIVARAMPALLY twd Hyderabad
723,9DCzryFF,Budvel,Budvel,17.33325917,78.40973496,BUDVEL twd RajendraNagar
724,eRLCw0uQ,Rajendranagar,Rajendranagar,17.32189575,78.40210139,RAJENDRA Nagar twd Himayatsagar
725,Swrd4aGR,Walanthari,Walanthari,17.32268952,78.38193118,WALANTHARI twd Appa
726,TTRoWOhD,Himayath Sagar,Himayath Sagar,17.325,78.374,HIMAYAT SAGAR twd Appa
727,YzXpLExW,Himayath Sagar,Himayath Sagar,17.3390661,78.36212041,HIMAYATH SAGAR twd Appa
728,lDJjvb06,"Police Academy, Tspa Junction","Police Academy, Tspa Junction",17.35068702,78.35812423,POLICE ACADEMY twd Chevella
729,TjsPFvGm,Ashramam-Machirevula,Ashramam-Machirevula,17.37296159,78.34965616,ASHRAM twd Manchirevula
730,1MNtzQta,Narsing X Road Twd Gachibowli,Narsing X Road Twd Gachibowli,17.4007083,78.35214258,NARSING X ROAD twd Gachibowli
731,dkc5ID9D,Nanakramguda,Nanakramguda,17.41949635,78.35486365,NANAKRAMGUDA twd Gachibowli
732,uQzCHgss,Gachibowli,Gachibowli,17.43821656,78.36350977,GACHIBOWLI ORR twd RGIA
733,g0u0kkLC,Engine Bowli,Engine Bowli,17.33661203,78.464908,ENGINEBOWLY twd vattepally
734,Zys2ENKp,Vattepally,Vattepally,17.32829192,78.45689356,VATTEPALLY
735,QoNYX8Sl,Nice Hotel,Nice Hotel,17.32945992,78.45893662,NICE HOTEL twd Vattepally
736,aRmSZ2LE,Engine Bowli,Engine Bowli,17.33663376,78.46480072,ENGINEBOWLY twd Charminar
737,pF5CouKp,Falaknuma Govt Junior College,Falaknuma Govt Junior College,17.33669922,78.47456229,FALAKNUMA Govt Jr College
738,lNAmUGoE,Rajanna Bavi,Rajanna Bavi,17.33961146,78.47308874,RAJANNA BAVI twd Secunderabad
739,vQVCpqNd,Pool Bagh,Pool Bagh,17.34223072,78.47412408,POOLBAGH CHAMAN twd Laldarwaza
740,4VYDN7mJ,Laldarwaza,Laldarwaza,17.34665472,78.47533107,LALDARWAZA Temple twd Secunderabad
741,A9GtbRA9,Laldarwaza,Laldarwaza,17.34696451,78.47512454,LALDARWAZA Temple twd Huppuguda
742,kB9s4Jmz,Badangpet,Badangpet,17.30712839,78.52540925,BADANGPET twd Nadergul
743,hZBKVjsb,Anjaneya Tower,Anjaneya Tower,17.29806176,78.53203833,ANJANEYA Tower twd Nadergul
744,0z8BG6dd,Rajivgruhakalpa Bus Stop,Rajivgruhakalpa Bus Stop,17.2976391,78.5388755,RAJIVGRUHAKALPA
745,M7DW5Tpp,Ysr Colony-Badangpet,Ysr Colony-Badangpet,17.30814783,78.53403698,YSR COLONY twd Almasguda
746,TslzbBQw,Almasguda,Almasguda,17.3090656,78.53316084,ALMASGUDA twd meerpet
747,ppL4QGQP,Almasguda,Almasguda,17.31058923,78.53144825,ALMASGUDA Pg College twd Koti
748,D9obVsYG,Prashanti Hills,Prashanti Hills,17.31664652,78.53282958,PRASHANTI Hills twd Koti
749,92KqGdsB,Meerpet Swimming Pool,Meerpet Swimming Pool,17.319,78.53,MEERPET Swimming Pool twd Koti
750,vwCf7rKq,Meerpet X Road,Meerpet X Road,17.32291997,78.52780581,MEERPET X Road twd Koti
751,B9APHEc9,Lalitha Nagar X Road,Lalitha Nagar X Road,17.328,78.526,LALITHA Nagar X Road twd Koti
752,V9ncTDpC,Jillelguda,Jillelguda,17.33097144,78.52613613,JILLELGUDA twd Koti
753,YZekmFx4,Vijaya Durga Colony,Vijaya Durga Colony,17.33498104,78.52612942,VIJAYA Durga Colony twd Koti
754,GHs498kd,Champapet Gandhi Statue,Champapet Gandhi Statue,17.34398181,78.51527461,CHAMPAPET Gandhi Statue twd Koti
755,TLBNahRH,Champapet,Champapet,17.348647,78.515104,CHAMPAPET twd IS Sadan
756,IpF2dQbE,Is Sadan,Is Sadan,17.35287276,78.50644268,IS SADAN twd Koti
757,OzFQNaP8,Saidabad,Saidabad,17.35947585,78.50470663,SAIDABAD twd MGBS
758,eY4zmGfJ,Government Press,Government Press,17.36742837,78.50163817,GOVERNMENT PRINTING PRESS twd Koti
759,MjoFz8zE,Malakpet Government Hospital Twd Koti,Malakpet Government Hospital Twd Koti,17.3721092,78.49954605,MALAKPET Government Hospital twd Koti
760,xtzkxEUT,Malakpet Sohail Hotel Twd Is Sadan,Malakpet Sohail Hotel Twd Is Sadan,17.37250598,78.49951386,MALAKPET Sohail Hotel twd Is Sadan
761,7oIAeAfF,Government Press,Government Press,17.367,78.502,GOVT PRESS  twd Is Sadan
762,WRsBNOCI,Saidabad,Saidabad,17.35933248,78.50482999,SAIDABAD twd Is Sadan
763,vGnPbg9e,Madannapet,Madannapet,17.35775037,78.50535034,MADANAPET twd IS Sadan
764,4A3CZW2t,Is Sadan,Is Sadan,17.35181603,78.50786353,IS SADAN twd Ibrahimpatnam
765,DSO5i9r7,Champapet,Champapet,17.34834446,78.51519406,CHAMPAPET twd Meerpet
766,X8rP02Ro,Champapet Gandhi Statue,Champapet Gandhi Statue,17.3440484,78.5153845,CHAMPAPET Gandhi Statue twd Almasguda
767,a3Ae6WDL,Manda Mallama X Rds,Manda Mallama X Rds,17.33951157,78.52383479,MANDAMALLAM twd Meerpet
768,VVuX0LgA,Vijaya Durga Colony,Vijaya Durga Colony,17.33503608,78.52611065,VIJAYA Durga Colony twd Almasguda
769,wLNmT0QU,Jillelguda,Jillelguda,17.3309804,78.5261187,JILLELGUDA twd Almasguda
770,iJmimelJ,Lalitha Nagar X Road,Lalitha Nagar X Road,17.328,78.526,LALITHA Nagar X Road twd Almasguda
771,TNvCkTcg,Meerpet X Road,Meerpet X Road,17.32293789,78.5278675,MEERPET X Road twd Almasguda
772,t1fX3E3u,Meerpet Swimming Pool,Meerpet Swimming Pool,17.3197551,78.52959216,MEERPET Swimming Pool twd Almasguda
773,Zb9gKbSu,Prashanti Hills,Prashanti Hills,17.3164852,78.53283226,PRASHANTI HILLS twd Almasguda
774,luW1T9nr,Almasguda,Almasguda,17.30995543,78.53149387,ALMASGUDA Pg College twd Almasguda
775,fft1QFpt,Almasguda,Almasguda,17.30905279,78.53320375,ALMASGUDA twd Rageevgruhakalpa
776,sdB2PJWH,Ysr Colony-Badangpet,Ysr Colony-Badangpet,17.30821441,78.53403429,YSR COLONY twd Rajivgruhakalpa
777,MkmJffCr,Sagar X Road,Sagar X Road,17.340736,78.548133,SAGAR Ring Road twd Devarkonda
778,MNGipNAN,Hastinapur,Hastinapur,17.32890508,78.55462656,HASTINAPUR twd Ibrahimpatnam
779,v7PTHC52,Bn Reddy Nagar,Bn Reddy Nagar,17.31995225,78.56061462,BN Reddy twd Ibrahimpatnam
780,GN2hoK0u,Gurram Guda X Road,Gurram Guda X Road,17.30458042,78.57089282,GURRAMGUDA X Road twd Ibrahimpatnam
781,LGG5JFs6,Injapur X Roads,Injapur X Roads,17.29875559,78.58295695,INJAPUR twd Ibrahimpatnam
782,Z6QHCsDT,Turkayamjal,Turkayamjal,17.27283661,78.5890916,TURKYAMJAL twd Ibrahimpatnam
783,jKR8nPF7,Ragannaguda,Ragannaguda,17.26204309,78.5861063,RAGANNAGUDA twd Ibrahimpatnam
784,KVmOms9E,Manneguda X Road,Manneguda X Road,17.25521636,78.58578595,MANNEGUDA X ROAD twd Ibrahimpatnam
785,cdasbxjl,Bongloor X Road,Bongloor X Road,17.231374,78.58928,BONGLOOR X ROAD twd Devarkonda
786,tb7RUzaa,Koheda X Road,Koheda X Road,17.21973683,78.60009683,KOHEDA X ROAD twd Ibrahimpatnam
787,A1q2izKE,Mangalpally X Road,Mangalpally X Road,17.21500138,78.60530069,MANGALPALLY X Road twd Ibrahimpatnam
788,DHA8B4mY,Sheriguda -Ibp,Sheriguda -Ibp,17.208482,78.61978,SHERIGUDA
789,Nm7fwnQL,Uppariguda X Road,Uppariguda X Road,17.20526107,78.61994533,UPPARIGUDA X Road twd Ibrahimpatnam
790,XwupUlwk,Ibrahimpatnam,Ibrahimpatnam,17.1914372,78.64766467,IBRAHIMPATNAM Bus Station
791,xOawOv0d,Khanapur X Road,Khanapur X Road,17.1752297,78.65458846,KANAPUR X Road twd Ibrahimpatnam
792,LGaCmjm6,Gnit,Gnit,17.16263164,78.66054028,GURUNANAK INSTITUE OF TECHNOLOGY twd Mall
793,Vy4phlJE,Gnit,Gnit,17.16195247,78.66083265,GURUNANAK INSTITUE OF TECHNOLOGY twd Ibrahimpatnam
794,t8yMVHEy,Uppariguda X Road,Uppariguda X Road,17.20524121,78.61968448,UPPARIGUDA X ROAD  twd MGBS
795,V5RBnbfT,Sheriguda -Ibp,Sheriguda -Ibp,17.208683,78.619542,SHERIGUDA twd Hyderabad
796,y1F1cZC3,Mangalpally X Road,Mangalpally X Road,17.21488955,78.60513927,MANGALPALLY X Road twd MGBS
797,b9waiyQ0,Koheda X Road,Koheda X Road,17.21984069,78.59943254,KOHEDA X Road twd Mgbs
798,X8CaE3i1,Bongloor X Road,Bongloor X Road,17.231567,78.588984,BONGLOOR X ROAD twd Hyderabad
799,1s7LOTOC,Manneguda X Road,Manneguda X Road,17.25525286,78.58564112,MANNEGUDA X Road twd Yamjal
800,lNLj4zN4,Ragannaguda,Ragannaguda,17.262394,78.58596683,RAGANNAGUDA twd JBS
801,ZGt2Dmoa,Brahmanapally X Roads,Brahmanapally X Roads,17.26684831,78.58890788,BRAHMANPALLY X ROAD twd Hyderabad
802,pxpLADcq,Turkayamjal,Turkayamjal,17.27358438,78.58874559,TURKYAMJAL twd MGBS
803,gt0N9y5A,Injapur X Roads,Injapur X Roads,17.29889234,78.5824224,INJAPUR  twd MGBS
804,A4Xl5Xo2,Gurram Guda X Road,Gurram Guda X Road,17.30452406,78.57042068,GURRAMGUDA X ROAD twd LB Nagar
805,0GqsyDdN,Sagar Complex,Sagar Complex,17.31210901,78.56371522,SAGAR COMPLEX twd Bn Reddy
806,MMOWOPw6,Bn Reddy Nagar,Bn Reddy Nagar,17.320458,78.56039,BN REDDY twd Hyderabad
807,GG8fV7fI,Hastinapur,Hastinapur,17.32947234,78.55371059,HASTINAPURAM twd MGBS
808,BCXkbzEn,Chadarghat Rose Bakery,Chadarghat Rose Bakery,17.37727237,78.49122584,CHADARGHAT Rose Bakery twd MGBS
809,XFG29jWC,Mgbs Exit,Mgbs Exit,17.37693171,78.4863871,MGBS EXIT twd Afzalgunj
810,ljBZ4Tf2,Darushifa,Darushifa,17.37367383,78.48325974,DARUL SHIFA twd Koti
811,mWeMEay9,Mgbs Exit,Mgbs Exit,17.37695218,78.48626639,MGBS EXIT twd Chadarghat
812,bf8FVrxy,Brahmanapally X Roads,Brahmanapally X Roads,17.26675861,78.58901918,BRAHMANPALLY X ROAD twd Ibrahimpatnam
813,vGbfDTyv,Pc Tanda,Pc Tanda,17.53711754,78.24303031,PC Tanda twd Koti
814,8NDo3n3K,Icrisat,Icrisat,17.51834417,78.27943873,ICRISAT twd Lingampally
815,KdJtfeXu,Lingampally,Lingampally,17.49408424,78.3158201,BHEL-LINGAMPALLY
816,mswkY15F,Lal Dhaba,Lal Dhaba,17.34223894,78.42247009,LAL DHABA twd Aramghar
817,qdFHvg0o,Lal Dhaba,Lal Dhaba,17.34178318,78.42285733,LAL DHABA twd Mehdipatnam
818,PdmKiXUy,Toli Chowki,Toli Chowki,17.39874255,78.415609,TOLICHOWKI twd Shaikepet
819,io15C5gx,Brindhavan Colony,Brindhavan Colony,17.40280129,78.41016345,BRINDAVAN COLONY twd Gachibowli
820,i4AV9TdE,Shaikpet Nala,Shaikpet Nala,17.407302,78.401751,SHAIKPETNALA twd Lingampally
821,R1CATqti,Darga,Darga,17.413264,78.394529,DARGA twd Lingampally
822,NEVC6NLz,Khajaguda X Rd,Khajaguda X Rd,17.42308311,78.3812365,KHAJAGUDA X Road twd Lingampally
823,yf59S2JP,Bio Diversity,Bio Diversity,17.429031,78.374323,BIODIVERSITY twd Lingampally
824,c2zOpk6c,Telecom Nagar Hyd,Telecom Nagar Hyd,17.435076,78.367627,TELECOM Nagar twd Lingampally
825,n7vlkWjQ,Gachibowli,Gachibowli,17.43903479,78.36295187,GACHIBOWLI X Road twd Lingampally
826,nghxlyD8,Iiit,Iiit,17.44550587,78.35206512,IIIT twd Lingampally
827,bdSrRqNp,Gachibowli Stadium,Gachibowli Stadium,17.450753,78.346141,GACHIBWOLI Stadium twd Lingampally
828,zRXwmnh5,Hcu Small Gate,Hcu Small Gate,17.45687,78.339608,HCU SMALL GATE twd Lingampally
829,AjpbhKZY,Masjid Banda,Masjid Banda,17.46019084,78.33719199,MASJID Banda twd Lingampally
830,RF3jCHQo,Hcu Main Gate,Hcu Main Gate,17.46153646,78.33590981,HCU MAIN GATE twd Lingampally
831,MJtIyjPz,Hcu Main Gate,Hcu Main Gate,17.468116,78.331202,HCU Depot Gate twd Lingampally
832,GwprEEDE,Alind,Alind,17.47668292,78.32460165,ALIND DOYENE COLONY twd Lingampally
833,pNXDxvVH,Lingampally Railway Station,Lingampally Railway Station,17.47973549,78.31521396,LINGAMPALLYRLY Station twd Lingampally
834,7MdXjeIa,Pc Tanda,Pc Tanda,17.53705169,78.24282766,PC Tanda twd Isnapur
835,0l2E0UAI,Muthangi,Muthangi,17.5424509,78.22663095,MUTHANGI twd Sangareddy
836,UpGoAMox,Isnapur,Isnapur,17.54736789,78.21183085,ISNAPUR  twd Sangareddy
837,QOgAri1N,Lakdaram-Patancheru,Lakdaram-Patancheru,17.55509268,78.18896804,LAKDARAM Road twd Zaheerabad
838,gpemP4F7,Rudraram,Rudraram,17.56365649,78.16660877,RUDRARAM twd Sangareddy
839,qIAhjJzi,Shivarampally X Road,Shivarampally X Road,17.327,78.435,SHIVARAMPALLY twd Aramgarh
840,16GQJz2H,Kachiguda Kamela,Kachiguda Kamela,17.38806796,78.5030061,KACHIGUDA KAMELA twd Uppal
841,HffUPsTS,Zinda Tilismath,Zinda Tilismath,17.38763154,78.51114258,ZINDA TILISMATH twd uppl
842,1PfDELSJ,Amberpet Gandhi Statue,Amberpet Gandhi Statue,17.39270214,78.51982357,AMBERPET Gandhi Statue twd Uppal
843,LNPGO1LK,Irani Hotel Amberpet,Irani Hotel Amberpet,17.39352101,78.5222,IRANI Hotel twd Uppal
844,B2PQUqws,Ramanthapur Tv Studio,Ramanthapur Tv Studio,17.396713,78.52988,RAMANTHAPUR TV STUDIO twd Uppal
845,rOjObtmd,Ramanthapur,Ramanthapur,17.397903,78.532729,RAMANTHAPUR Colony twd Uppal
846,ETS5vL8h,Ramanthapur Public School,Ramanthapur Public School,17.39919566,78.53623867,RAMANTHAPUR  PUBLIC SCHOOL twd Uppal
847,aJjYwWrD,Ramanthapur Church,Ramanthapur Church,17.401107,78.54349,RAMANTHAPUR CHURCH twd Uppal
848,GBqGFBMX,Modern Bakery,Modern Bakery,17.40132001,78.55001181,MODERN Bakery twd Uppal
849,qVTY9k3k,Uppal X Roads,Uppal X Roads,17.40158108,78.56194295,UPPAL X Road twd Ghatkesar
850,PjtVmWLt,Uppal Gandhi Statue,Uppal Gandhi Statue,17.40152285,78.56604606,UPPAL GANDHI STATUE twd Uppal
851,Mnr10S9i,Uppal Bus Stop,Uppal Bus Stop,17.40165529,78.56875908,UPPAL Bus Station
852,DARZcGbD,Peerzadiguda Kaman,Peerzadiguda Kaman,17.40136097,78.58157337,PEERZADIGUDA Khaman twd Uppal Depot
853,9mRire0L,Boduppal,Boduppal,17.40474581,78.58652037,BODUPPAL Kamman twd Indiranagar
854,0OVOfgxG,Sunny Bakery-Boduppl,Sunny Bakery-Boduppl,17.41503308,78.58509782,SUNNY BAKERY twd Boduppal colony
855,uGaH1vRM,Ambedkar Statue Boduppal,Ambedkar Statue Boduppal,17.41838816,78.58440577,AMBEDKAR STATUE twd Boduppal colony
856,pHQb1H0H,Water Tank Boduppal,Water Tank Boduppal,17.41924043,78.58172022,WATER Tank twd Chilkanagar
857,qJRR3arp,Indra Nagar-Boduppal,Indra Nagar-Boduppal,17.4219633,78.58040929,INDIRA NAGAR
858,Fr8xImCr,Water Tank Boduppal,Water Tank Boduppal,17.4192916,78.58165114,WATER Tank twd Boduppal Kamaan
859,Nc1cRlAD,Ambedkar Statue Boduppal,Ambedkar Statue Boduppal,17.41821695,78.58464439,AMBEDKAR STATUE twd Boduppal Kamman
860,xN8gSebA,Sunny Bakery-Boduppl,Sunny Bakery-Boduppl,17.41507657,78.58518901,SUNNY BAKERY twd Boduppal Kamman
861,bGRebiXX,Boduppal,Boduppal,17.404614,78.58667493,BODUPPAL twd JBS
862,G3Zpsr6s,Peerzadiguda Kaman,Peerzadiguda Kaman,17.40123875,78.58160153,PEERZADIGUDA Khaman twd JBS
863,UsLG96x8,Uppal Bus Stop,Uppal Bus Stop,17.4014659,78.5710001,UPPAL BUS STAND twd Uppal X Road
864,GshwIwZf,Uppal Gandhi Statue,Uppal Gandhi Statue,17.40141983,78.56580466,UPPAL GANDHI STATUE twd Mehdipatnam
865,KQKhMBSB,Uppal X Roads,Uppal X Roads,17.40143007,78.56090963,UPPAL X ROAD JUNCTION twd LB Nagar
866,qKfbvH4T,Modern Bakery,Modern Bakery,17.40122028,78.55002523,MODERN Bakery twd Koti
867,LOa6jsKp,Ramanthapur Church,Ramanthapur Church,17.401,78.544,RAMANTHAPUR Church twd Koti
868,qCYClJlG,Ramanthapur Public School,Ramanthapur Public School,17.3994644,78.53779435,RAMANTHAPUR Public School
869,nyqH0iWW,Polytechnic College-Ramanthapur,Polytechnic College-Ramanthapur,17.39534775,78.52690995,POLYTECHNIC College twd Koti
870,J37ZgGmj,Irani Hotel Amberpet,Irani Hotel Amberpet,17.39327558,78.52189421,IRANI Hotel twd Koti
871,8KEiSXjE,Amberpet,Amberpet,17.39213392,78.51677924,AMBERPET twd Kacheguda
872,GQwkEP8P,6 Number,6 Number,17.39117679,78.51077924,6 NUMBER twd Koti
873,4q7T16Er,Zinda Tilismath,Zinda Tilismath,17.3876,78.5111,ZINDA TILISMATH twd koti
874,eHfFJzFj,Chadarghat,Chadarghat,17.3814704,78.49291027,CHADARGHAT MCH Quarters twd Afzalgunj
875,AXnxhRKy,Hayath Nagar Bus Stand,Hayath Nagar Bus Stand,17.32707761,78.60373244,HAYATHNAGAR twd Koti
876,VgDlJTb0,Jbs,Jbs,17.44756592,78.49663586,JBS twd Secunderabad
877,LW55dkBm,Amberpet Gandhi Statue,Amberpet Gandhi Statue,17.39239242,78.51941049,AMBERPET Gandhi Statue twd Kacheguda
878,9KD6Qf8o,Word And Deed School,Word And Deed School,17.32139898,78.61346978,WORD AND DEED twd RFC
879,4eTcIx5j,Gandi Mysamma Temple-Abdullahpurmet,Gandi Mysamma Temple-Abdullahpurmet,17.31511536,78.6738334,GANDIMAISAMMA twd RFC
880,CAf4y5Mn,Ramoji Film City,Ramoji Film City,17.311516,78.683365,RAMOJIFILM CITY twd Nalgonda
881,CEX84LLR,Ramoji Film City,Ramoji Film City,17.31132,78.683128,RAMOJI FILM CITY twd JBS
882,p1z6WxxP,Gandi Mysamma Temple-Abdullahpurmet,Gandi Mysamma Temple-Abdullahpurmet,17.31500626,78.67375543,GANDIMAISAMMMA twd Hayath nagar
883,BMEY3ApO,Word And Deed School,Word And Deed School,17.32090915,78.61362202,WORD AND DEED twd JBS
884,w5wCAtvW,Cherlapally Phase 1,Cherlapally Phase 1,17.45946154,78.59055877,PHASE 1 twd Cherlapally
885,9WCdx88A,Ganesh Temple Kaman Cherlapally,Ganesh Temple Kaman Cherlapally,17.45903673,78.59512197,GANESH KAMAAN twd Cherlapally
